ts,open,high,low,close,volume
2015-03-16,227.5,227.83,225.27,226.42,8166.19
2015-03-17,203.46,212.18,200.57,206.9,19024.4
2015-03-18,214.8,215.33,211.89,213.25,31192.32
2015-03-19,215.65,216.08,210.91,214.23,15756.56
2015-03-20,210.99,221.09,203.04,212.31,3795.41
2015-03-21,215.44,216.34,211.16,213.32,64284.88
2015-03-22,195.74,204.78,192.53,199.28,27362.27
2015-03-23,198.61,200.86,194.47,198.05,27625.39
2015-03-24,200.91,206.1,195.59,200.84,18361.88
2015-03-25,211.3,218.41,206.58,211.82,42302.34
2015-03-26,208.36,217.44,204.57,208.33,46827.02
2015-03-27,203.76,207.52,196.66,202.82,50721.0
2015-03-28,196.7,204.83,194.54,199.59,27409.3
2015-03-29,208.05,209.78,204.18,206.39,7354.03
2015-03-30,208.41,211.38,207.91,209.1,30576.02
2015-03-31,207.23,211.16,198.05,205.56,27384.03
2015-04-01,210.68,213.76,207.9,209.6,14255.86
2015-04-02,209.91,213.24,208.82,210.63,11642.03
2015-04-03,218.08,223.81,211.21,218.22,34147.04
2015-04-04,213.21,217.95,210.87,213.25,20811.06
2015-04-05,213.84,220.06,206.08,211.13,16183.93
2015-04-06,206.66,213.87,201.8,208.57,84267.25
2015-04-07,197.75,201.84,195.82,198.45,37830.55
2015-04-08,198.27,206.39,195.52,200.82,31298.05
2015-04-09,203.17,204.16,201.98,202.96,58598.66
2015-04-10,202.29,205.19,200.29,203.31,28797.12
2015-04-11,201.13,206.95,197.26,201.95,12586.98
2015-04-12,194.33,194.33,189.46,192.47,16185.22
2015-04-13,188.69,195.08,185.88,189.95,39697.25
2015-04-14,187.72,193.55,184.24,187.96,36436.19
2015-04-15,182.36,188.11,181.05,183.03,31584.04
2015-04-16,181.7,184.92,179.53,182.28,8894.43
2015-04-17,188.89,188.89,175.82,185.15,42365.09
2015-04-18,195.33,200.34,195.33,198.08,20986.21
2015-04-19,200.62,204.09,196.47,199.59,35725.24
2015-04-20,205.37,205.37,199.7,201.7,11379.48
2015-04-21,203.22,207.64,194.07,201.48,106566.18
2015-04-22,188.75,192.73,183.54,188.68,26942.4
2015-04-23,187.01,191.8,182.56,188.79,15826.23
2015-04-24,191.45,195.31,181.64,189.47,37064.8
2015-04-25,208.39,210.22,203.52,206.84,43924.99
2015-04-26,203.28,208.3,203.28,205.76,36718.42
2015-04-27,207.72,212.21,203.08,208.25,9976.37
2015-04-28,206.3,210.51,204.22,208.31,55157.78
2015-04-29,195.68,203.85,193.62,200.26,16777.33
2015-04-30,206.7,216.68,201.38,208.75,21828.06
2015-05-01,214.82,218.33,208.37,214.64,3777.93
2015-05-02,222.02,225.69,213.89,220.99,15257.26
2015-05-03,213.84,218.75,205.46,214.39,15178.76
2015-05-04,228.0,235.83,217.84,225.52,31717.38
2015-05-05,216.81,220.24,210.14,215.04,14529.63
2015-05-06,219.62,221.05,218.6,219.84,6043.56
2015-05-07,237.23,241.26,232.65,237.71,26887.9
2015-05-08,230.66,234.23,221.5,229.95,18103.7
2015-05-09,225.75,230.15,221.88,225.78,12348.61
2015-05-10,224.32,230.26,218.65,226.91,23722.53
2015-05-11,222.75,227.65,218.71,223.28,5325.71
2015-05-12,212.93,217.23,208.83,211.8,36324.61
2015-05-13,214.87,216.08,209.96,212.63,19104.06
2015-05-14,206.75,209.06,201.49,205.18,17852.89
2015-05-15,209.48,215.01,202.06,208.92,47385.44
2015-05-16,204.97,205.78,199.39,202.61,14401.08
2015-05-17,214.95,216.2,212.29,214.22,27196.73
2015-05-18,208.59,214.08,205.05,208.74,19934.62
2015-05-19,209.16,209.55,202.08,206.71,289684.48
2015-05-20,214.23,215.01,210.76,213.0,32683.46
2015-05-21,206.46,209.79,200.5,204.33,8871.34
2015-05-22,204.31,212.25,200.37,206.27,89818.9
2015-05-23,214.76,223.09,209.58,216.25,50937.73
2015-05-24,203.39,210.3,202.41,204.73,22919.03
2015-05-25,206.66,208.98,200.92,206.36,15582.77
2015-05-26,211.6,218.68,198.84,208.56,7652.0
2015-05-27,212.71,218.08,208.8,214.67,31206.0
2015-05-28,207.37,213.01,198.47,205.88,12882.81
2015-05-29,194.98,199.12,194.96,196.88,10934.03
2015-05-30,203.31,203.31,197.83,200.81,41110.11
2015-05-31,201.81,205.89,201.81,203.21,76088.28
2015-06-01,206.52,207.33,202.14,205.31,15104.47
2015-06-02,209.58,209.58,206.31,208.12,42130.64
2015-06-03,204.54,205.09,201.76,203.53,26199.8
2015-06-04,204.06,212.56,195.48,205.5,29461.23
2015-06-05,206.18,210.68,204.79,207.93,11486.36
2015-06-06,205.17,209.59,198.44,203.1,18654.54
2015-06-07,218.96,221.11,210.87,217.14,9197.35
2015-06-08,222.93,226.91,218.23,221.1,8316.32
2015-06-09,214.35,215.53,211.19,212.39,33473.65
2015-06-10,214.98,221.03,210.41,217.65,14538.55
2015-06-11,208.03,213.91,205.92,210.67,10633.83
2015-06-12,215.71,224.25,210.5,216.88,8403.21
2015-06-13,225.32,232.36,219.23,226.19,6589.0
2015-06-14,219.08,227.13,214.08,220.12,4623.51
2015-06-15,228.51,231.38,222.84,228.01,24171.64
2015-06-16,233.74,235.46,228.02,231.67,2703.51
2015-06-17,238.23,242.6,233.39,238.79,32255.12
2015-06-18,253.9,257.58,252.85,255.57,32083.69
2015-06-19,255.41,264.32,245.81,253.76,20442.08
2015-06-20,246.97,249.32,244.91,247.52,23478.58
2015-06-21,240.5,244.03,234.99,240.3,17608.13
2015-06-22,233.26,244.52,224.15,233.88,26487.83
2015-06-23,234.24,240.23,225.83,233.6,26242.5
2015-06-24,234.84,242.42,233.52,236.76,62664.39
2015-06-25,240.82,243.85,236.84,239.43,75406.71
2015-06-26,246.77,256.73,240.89,246.83,73591.08
2015-06-27,245.8,249.48,244.19,247.31,11688.32
2015-06-28,261.72,265.82,248.82,260.61,40576.96
2015-06-29,257.01,260.17,256.03,258.6,33176.27
2015-06-30,283.21,292.38,280.0,284.85,13174.72
2015-07-01,288.79,303.93,285.77,291.6,10897.18
2015-07-02,281.27,286.15,281.27,283.4,16380.25
2015-07-03,274.56,279.36,267.54,273.39,9473.96
2015-07-04,281.06,282.15,274.69,278.46,7285.76
2015-07-05,275.71,284.88,266.47,276.71,32957.54
2015-07-06,282.32,289.51,275.1,284.13,22728.88
2015-07-07,285.12,297.12,284.22,289.31,22637.64
2015-07-08,286.23,291.9,286.23,289.01,46474.17
2015-07-09,282.62,283.02,278.42,280.99,18928.97
2015-07-10,265.22,269.77,265.22,266.88,43009.82
2015-07-11,260.73,265.72,257.31,263.14,12254.4
2015-07-12,272.17,275.09,264.9,271.55,12195.25
2015-07-13,274.2,285.99,263.24,274.0,22386.45
2015-07-14,263.39,268.19,255.94,262.71,120797.0
2015-07-15,264.72,270.5,262.03,264.7,61893.61
2015-07-16,267.93,276.4,263.45,268.7,53281.38
2015-07-17,258.53,267.32,253.44,260.9,7385.16
2015-07-18,261.37,269.49,251.85,262.7,24857.06
2015-07-19,263.03,268.49,259.52,263.64,42689.84
2015-07-20,249.84,256.86,249.41,253.68,117349.4
2015-07-21,255.64,259.64,254.7,257.26,5754.47
2015-07-22,261.97,270.14,256.1,262.75,39718.89
2015-07-23,271.81,277.12,270.03,273.31,51870.56
2015-07-24,283.23,286.33,280.14,284.01,31780.15
2015-07-25,272.5,277.02,264.03,271.05,7515.42
2015-07-26,264.35,269.22,255.07,262.69,27103.56
2015-07-27,271.11,277.0,258.27,267.87,31193.54
2015-07-28,270.6,274.78,270.6,273.14,25520.37
2015-07-29,277.58,283.72,274.11,278.52,12799.1
2015-07-30,322.34,329.8,314.0,319.21,11600.11
2015-07-31,321.58,334.63,318.08,326.14,31917.37
2015-08-01,336.67,352.89,328.58,339.87,12901.91
2015-08-02,350.21,358.09,335.14,351.94,13142.46
2015-08-03,366.49,373.42,351.28,360.6,19828.72
2015-08-04,354.39,369.33,351.41,357.17,25193.86
2015-08-05,370.52,372.34,363.95,367.34,50904.81
2015-08-06,357.99,366.82,349.18,358.07,8516.06
2015-08-07,352.39,360.44,348.7,355.65,7868.47
2015-08-08,358.03,362.16,344.0,350.19,16329.62
2015-08-09,352.26,358.78,342.72,351.72,5251.62
2015-08-10,383.12,386.39,377.73,381.97,35462.79
2015-08-11,359.87,365.18,352.37,358.34,4499.39
2015-08-12,368.95,375.39,357.34,367.6,39051.18
2015-08-13,350.54,350.54,344.77,347.95,53829.5
2015-08-14,347.66,350.15,331.36,342.76,27283.65
2015-08-15,353.96,358.94,351.79,356.61,5017.43
2015-08-16,361.24,361.24,354.42,357.95,24135.84
2015-08-17,343.29,352.61,338.99,345.22,11718.56
2015-08-18,338.06,345.92,329.84,337.19,8472.42
2015-08-19,341.81,354.54,336.99,345.83,35237.94
2015-08-20,340.4,344.18,331.53,337.6,40932.14
2015-08-21,339.84,349.33,334.32,340.68,61993.96
2015-08-22,338.59,344.61,338.36,341.74,17648.84
2015-08-23,337.71,348.12,328.03,334.53,25429.86
2015-08-24,365.29,372.31,353.92,361.14,84027.45
2015-08-25,374.15,378.1,361.36,369.8,118539.39
2015-08-26,342.0,351.29,342.0,345.01,52607.5
2015-08-27,352.17,356.11,339.61,347.79,16754.15
2015-08-28,339.52,343.77,337.31,340.34,22293.18
2015-08-29,355.68,355.68,345.53,351.17,19223.21
2015-08-30,343.79,348.53,335.13,342.08,38978.63
2015-08-31,341.91,347.01,326.93,341.22,11504.84
2015-09-01,347.85,350.98,346.18,347.83,28665.09
2015-09-02,359.03,364.03,349.1,359.06,28786.92
2015-09-03,342.94,350.6,332.67,344.81,30131.13
2015-09-04,338.39,347.15,335.01,341.31,9782.34
2015-09-05,335.21,338.7,334.14,336.19,27008.83
2015-09-06,332.21,337.35,317.26,329.08,91259.71
2015-09-07,346.66,358.77,339.85,350.58,15380.52
2015-09-08,359.94,364.32,346.2,356.12,27290.95
2015-09-09,341.65,343.64,338.25,341.25,5077.74
2015-09-10,355.13,358.86,344.37,352.92,27140.36
2015-09-11,383.24,390.12,374.04,380.71,26376.38
2015-09-12,398.24,399.19,391.75,395.31,24353.1
2015-09-13,375.47,379.62,371.14,375.4,39781.75
2015-09-14,369.8,383.43,357.97,369.64,17739.29
2015-09-15,389.75,391.12,380.27,386.98,56851.87
2015-09-16,374.93,380.77,372.61,378.08,10942.57
2015-09-17,380.9,390.86,375.51,384.58,70380.12
2015-09-18,394.27,411.06,388.26,395.74,26301.12
2015-09-19,384.57,388.15,379.66,383.68,20946.16
2015-09-20,389.35,392.34,370.63,383.46,7055.61
2015-09-21,342.98,344.52,340.76,342.85,9122.68
2015-09-22,332.77,332.77,328.95,331.27,29340.91
2015-09-23,330.2,330.9,326.96,328.85,12488.65
2015-09-24,314.12,325.82,303.0,315.27,49109.93
2015-09-25,336.14,336.14,330.41,334.31,27891.31
2015-09-26,317.84,321.84,316.96,318.46,7085.61
2015-09-27,314.7,319.26,305.79,314.07,40725.99
2015-09-28,312.6,329.96,309.24,315.98,19454.98
2015-09-29,328.81,338.74,326.84,332.83,21364.52
2015-09-30,318.39,324.41,311.33,316.99,51096.65
2015-10-01,333.29,333.29,328.68,330.66,7263.49
2015-10-02,336.43,338.54,327.02,331.27,9012.42
2015-10-03,318.49,329.07,315.57,320.56,28748.32
2015-10-04,330.1,334.8,317.51,326.28,5692.81
2015-10-05,332.51,334.59,323.53,329.05,13633.81
2015-10-06,321.43,330.12,319.59,322.7,48468.91
2015-10-07,327.57,327.64,322.15,323.97,20311.65
2015-10-08,322.53,327.06,317.0,320.11,7378.45
2015-10-09,324.81,325.84,318.27,321.87,25775.33
2015-10-10,335.63,336.76,318.32,329.91,16028.68
2015-10-11,352.34,356.4,342.44,349.27,12639.25
2015-10-12,329.23,346.52,322.49,334.96,381284.21
2015-10-13,362.4,373.18,354.71,361.46,35118.38
2015-10-14,333.86,348.9,326.7,338.1,17666.43
2015-10-15,337.22,345.4,324.0,336.81,45470.19
2015-10-16,344.59,349.7,338.33,344.34,17562.4
2015-10-17,346.64,357.18,335.88,348.26,14645.2
2015-10-18,338.46,344.88,332.46,341.27,28164.17
2015-10-19,337.86,347.04,330.07,339.3,33295.09
2015-10-20,333.09,346.74,323.73,333.99,46476.96
2015-10-21,327.32,330.78,323.85,327.67,69212.25
2015-10-22,338.35,343.81,334.29,338.06,57307.97
2015-10-23,344.43,355.48,333.26,342.83,43981.91
2015-10-24,334.28,336.83,332.21,335.11,47741.23
2015-10-25,349.9,350.79,341.56,346.35,57188.14
2015-10-26,350.52,367.95,341.74,350.62,39115.76
2015-10-27,363.96,369.13,352.78,361.28,6237.24
2015-10-28,368.99,375.91,363.82,369.89,33020.61
2015-10-29,363.11,363.11,354.56,359.85,66713.99
2015-10-30,354.71,360.12,345.2,353.39,11663.45
2015-10-31,368.06,376.02,348.99,363.3,16203.9
2015-11-01,369.64,381.39,361.83,371.7,21135.77
2015-11-02,370.66,376.68,363.35,371.99,25819.7
2015-11-03,373.33,378.77,370.76,374.08,14225.15
2015-11-04,394.03,394.03,390.03,391.78,23224.9
2015-11-05,383.67,395.24,365.61,384.32,33444.3
2015-11-06,389.76,398.88,387.26,392.34,4442.45
2015-11-07,394.22,398.53,384.6,390.16,23551.92
2015-11-08,387.96,392.22,383.71,387.78,16334.52
2015-11-09,402.88,418.87,396.36,403.59,5663.98
2015-11-10,414.01,427.4,403.72,416.04,34855.73
2015-11-11,430.38,442.31,423.43,428.7,28477.71
2015-11-12,453.24,455.05,446.62,449.42,25340.64
2015-11-13,453.26,465.54,443.31,450.42,36193.25
2015-11-14,460.22,471.98,454.57,461.99,28722.91
2015-11-15,454.07,466.66,448.06,457.69,12308.6
2015-11-16,448.7,475.24,443.53,463.61,39611.15
2015-11-17,458.7,477.78,451.92,462.19,45426.19
2015-11-18,463.08,472.2,443.41,464.46,9319.36
2015-11-19,474.73,487.44,466.58,474.95,44940.65
2015-11-20,461.23,466.09,458.44,462.23,17705.36
2015-11-21,504.37,504.37,493.15,498.1,36292.44
2015-11-22,483.48,488.24,475.09,481.59,25093.62
2015-11-23,457.67,483.03,448.1,462.25,19357.51
2015-11-24,484.62,497.5,466.63,482.09,34206.96
2015-11-25,497.93,514.04,479.91,496.38,17027.23
2015-11-26,503.84,513.94,500.12,508.1,52760.82
2015-11-27,521.38,526.29,513.42,520.18,60191.99
2015-11-28,522.95,534.94,499.29,520.74,14355.1
2015-11-29,509.54,510.63,497.23,505.4,19447.2
2015-11-30,501.93,514.35,501.93,507.5,16481.0
2015-12-01,498.93,510.48,481.55,496.36,30009.83
2015-12-02,518.41,518.41,510.24,514.36,63414.56
2015-12-03,520.23,522.49,507.0,512.49,5856.54
2015-12-04,493.75,509.36,489.88,498.64,7147.2
2015-12-05,493.23,496.73,488.82,493.8,20789.62
2015-12-06,501.55,512.74,485.35,501.74,25794.55
2015-12-07,495.34,499.31,488.58,492.68,10466.92
2015-12-08,478.79,483.11,472.66,479.42,25677.23
2015-12-09,481.48,487.65,476.86,484.26,12284.46
2015-12-10,490.01,502.38,475.2,489.16,15545.45
2015-12-11,479.98,490.8,470.62,481.28,61359.48
2015-12-12,476.25,483.14,458.91,474.12,16884.73
2015-12-13,476.68,482.58,476.68,478.7,16650.16
2015-12-14,453.32,459.39,453.32,455.73,24679.93
2015-12-15,439.05,441.48,425.7,434.47,53198.29
2015-12-16,432.03,440.56,407.51,424.32,21447.13
2015-12-17,427.94,437.57,414.43,421.79,14201.82
2015-12-18,426.8,431.23,421.6,427.05,35281.5
2015-12-19,454.16,460.86,440.83,450.36,42549.65
2015-12-20,462.22,472.71,451.44,464.78,55505.1
2015-12-21,464.76,472.64,456.4,462.88,21588.94
2015-12-22,461.1,475.8,453.61,463.26,32487.59
2015-12-23,452.46,454.43,442.17,447.96,41794.0
2015-12-24,452.37,468.47,426.12,448.34,25685.76
2015-12-25,451.88,458.3,432.91,444.5,63811.25
2015-12-26,449.4,461.82,427.84,450.23,37396.91
2015-12-27,443.57,446.14,422.78,438.03,100138.2
2015-12-28,448.55,453.08,439.33,446.74,46274.25
2015-12-29,472.35,487.81,453.14,472.07,4756.49
2015-12-30,472.25,476.33,464.7,470.98,16153.89
2015-12-31,484.86,486.11,470.28,478.36,6090.42
2016-01-01,490.28,499.62,483.39,490.79,13331.95
2016-01-02,484.36,505.42,467.89,484.68,16510.86
2016-01-03,481.14,499.3,480.06,489.23,44530.39
2016-01-04,489.6,498.7,482.34,490.18,15634.56
2016-01-05,493.64,513.44,473.05,492.59,67803.85
2016-01-06,477.24,494.03,470.2,480.17,13016.28
2016-01-07,478.16,485.96,478.16,481.3,17641.68
2016-01-08,483.23,498.59,482.02,490.5,8243.67
2016-01-09,514.41,525.29,508.62,516.83,70621.3
2016-01-10,541.36,542.09,528.9,535.28,78625.68
2016-01-11,571.19,594.48,555.63,578.04,20027.51
2016-01-12,567.12,578.93,552.2,563.57,6807.4
2016-01-13,586.01,597.9,573.01,581.91,18846.5
2016-01-14,598.05,608.89,576.13,586.54,26807.58
2016-01-15,639.48,642.85,627.61,634.21,13409.15
2016-01-16,622.16,633.53,593.46,617.44,146087.26
2016-01-17,602.23,607.14,583.76,600.46,95917.38
2016-01-18,588.88,599.31,571.36,588.88,5495.59
2016-01-19,551.24,552.22,541.18,547.51,8839.31
2016-01-20,543.71,548.98,526.35,538.34,32106.64
2016-01-21,525.72,528.99,518.07,525.01,9434.18
2016-01-22,534.03,539.53,523.19,528.57,25744.76
2016-01-23,544.01,544.01,518.66,535.73,22434.52
2016-01-24,573.28,584.78,558.33,572.95,21564.75
2016-01-25,593.69,604.33,583.21,593.22,50305.9
2016-01-26,581.81,597.68,568.0,582.24,94520.65
2016-01-27,565.66,580.79,556.7,565.06,30552.08
2016-01-28,581.37,581.7,569.26,575.74,8441.0
2016-01-29,550.95,554.91,547.96,550.56,24963.52
2016-01-30,588.78,595.67,580.37,587.89,13952.58
2016-01-31,612.36,626.8,605.23,613.59,109647.56
2016-02-01,606.86,608.6,598.67,604.5,38776.58
2016-02-02,567.88,584.38,561.47,570.17,30712.79
2016-02-03,592.87,608.71,590.11,598.74,37444.78
2016-02-04,599.38,601.15,591.91,597.24,21595.06
2016-02-05,634.51,642.38,603.79,624.62,60660.75
2016-02-06,590.23,608.23,574.27,591.6,14102.36
2016-02-07,575.95,588.35,575.95,580.19,47984.39
2016-02-08,590.08,594.44,570.45,581.17,79556.35
2016-02-09,583.21,601.44,562.52,583.0,11608.5
2016-02-10,579.09,581.24,563.31,574.75,29162.17
2016-02-11,584.87,609.71,573.11,588.3,31069.79
2016-02-12,567.62,580.42,560.82,567.57,9421.6
2016-02-13,571.94,574.11,554.24,565.6,7443.9
2016-02-14,569.43,571.12,566.08,568.84,10695.69
2016-02-15,580.71,592.71,557.65,580.04,21352.8
2016-02-16,588.47,618.28,574.26,595.56,31131.45
2016-02-17,576.54,576.54,571.04,573.43,16560.59
2016-02-18,540.85,553.14,534.84,544.27,104241.07
2016-02-19,575.12,580.7,555.4,570.02,50582.29
2016-02-20,578.49,587.2,567.76,577.55,31974.57
2016-02-21,564.78,576.18,547.13,563.46,15771.17
2016-02-22,599.47,624.62,575.41,595.79,23546.91
2016-02-23,600.91,615.87,585.35,599.11,53754.81
2016-02-24,633.89,644.64,614.91,625.29,46510.4
2016-02-25,635.54,647.39,603.28,627.71,46111.74
2016-02-26,669.09,687.34,651.41,675.67,17490.31
2016-02-27,718.58,731.12,705.83,719.56,14688.43
2016-02-28,719.17,729.95,704.01,714.39,7123.38
2016-02-29,734.63,759.09,729.35,740.21,34075.74
2016-03-01,748.74,794.33,719.51,758.26,6627.7
2016-03-02,791.81,812.27,774.78,796.66,22073.19
2016-03-03,770.65,776.08,765.45,771.36,15960.29
2016-03-04,765.56,808.98,765.52,791.29,26699.55
2016-03-05,815.06,846.27,800.91,822.38,56808.19
2016-03-06,769.2,782.9,769.2,774.45,65975.97
2016-03-07,750.97,765.48,732.79,744.15,39162.89
2016-03-08,699.1,705.4,679.99,693.93,12103.66
2016-03-09,689.98,710.8,662.51,688.45,21910.02
2016-03-10,707.58,715.28,696.62,707.01,11091.03
2016-03-11,749.56,763.62,714.54,746.3,13230.05
2016-03-12,743.38,766.48,734.53,749.36,32846.67
2016-03-13,797.73,797.73,791.02,794.51,10250.9
2016-03-14,758.75,775.02,719.31,758.18,15526.53
2016-03-15,720.63,736.58,701.07,715.37,9482.72
2016-03-16,720.07,728.24,703.23,715.06,37785.73
2016-03-17,728.92,739.27,708.82,725.82,16727.43
2016-03-18,727.9,749.52,701.96,726.08,3790.18
2016-03-19,677.7,685.32,669.18,676.41,82393.43
2016-03-20,674.98,685.19,665.33,675.32,50162.85
2016-03-21,648.64,654.34,637.83,646.14,4445.09
2016-03-22,663.55,674.96,652.04,662.46,40133.24
2016-03-23,669.4,696.18,652.49,672.02,75389.72
2016-03-24,654.43,660.5,643.2,651.25,19201.12
2016-03-25,642.04,647.49,635.81,640.6,25107.53
2016-03-26,624.2,624.8,612.51,618.22,17262.97
2016-03-27,609.78,625.99,609.78,617.79,33761.47
2016-03-28,639.93,667.2,607.95,639.75,50930.73
2016-03-29,615.39,627.34,606.04,618.98,8590.66
2016-03-30,628.33,645.3,604.86,630.94,12664.94
2016-03-31,623.05,631.74,607.3,620.27,24164.67
2016-04-01,599.61,614.37,599.61,604.2,28544.29
2016-04-02,603.49,617.17,573.67,602.85,30852.64
2016-04-03,582.41,595.09,572.17,582.27,19084.32
2016-04-04,567.14,586.51,562.48,571.95,10990.69
2016-04-05,549.98,560.43,529.9,549.29,48935.03
2016-04-06,585.68,593.64,583.2,589.27,8378.7
2016-04-07,597.21,597.21,583.59,590.89,15017.54
2016-04-08,583.01,593.61,569.31,577.46,22579.59
2016-04-09,582.98,594.23,571.0,582.67,32818.81
2016-04-10,579.25,586.54,576.09,581.26,17625.89
2016-04-11,579.97,580.08,575.41,577.64,40660.61
2016-04-12,594.71,596.73,585.78,591.08,60562.42
2016-04-13,609.11,623.48,583.64,607.87,13532.41
2016-04-14,592.73,604.04,591.01,597.59,30460.14
2016-04-15,585.56,601.72,573.92,586.54,27109.86
2016-04-16,582.16,593.39,563.32,581.79,16946.7
2016-04-17,538.81,549.89,524.53,537.57,4840.87
2016-04-18,511.85,512.78,505.73,510.57,29515.95
2016-04-19,539.52,548.91,519.73,536.39,32243.0
2016-04-20,571.35,571.35,563.76,569.03,53115.45
2016-04-21,569.51,586.31,540.55,564.94,17022.51
2016-04-22,580.05,591.0,565.65,577.32,13054.61
2016-04-23,578.64,598.03,569.54,584.52,10711.01
2016-04-24,658.19,672.77,637.62,652.0,2025.03
2016-04-25,683.53,693.25,666.84,679.08,16133.01
2016-04-26,675.67,689.51,663.74,677.06,203935.27
2016-04-27,655.93,676.33,643.88,655.77,61619.07
2016-04-28,621.18,637.68,600.34,620.85,10072.78
2016-04-29,624.03,636.05,612.43,626.23,14760.19
2016-04-30,602.24,627.25,600.13,610.78,14681.35
2016-05-01,576.8,611.23,563.77,581.99,68149.53
2016-05-02,565.69,598.39,541.23,569.83,131931.74
2016-05-03,540.83,565.4,538.63,549.48,23905.87
2016-05-04,578.58,599.66,573.97,583.78,27490.66
2016-05-05,608.48,611.36,594.83,602.98,33770.03
2016-05-06,606.06,628.01,582.32,603.72,21990.03
2016-05-07,631.82,645.9,629.35,636.77,27923.28
2016-05-08,635.93,652.81,619.99,639.45,23160.79
2016-05-09,627.5,634.54,612.83,621.39,32654.09
2016-05-10,662.73,665.04,643.98,656.4,4494.44
2016-05-11,675.36,688.47,662.32,674.98,15195.24
2016-05-12,648.53,670.45,623.12,642.49,8647.43
2016-05-13,633.58,644.56,631.84,637.48,38704.75
